SPECIMENID,YEAROFCOLLECTION,MONTH,COUNTY,SUBCOUNTY,Ward,VILLAGE,SPECIES,SEX,ABDOMENSTATUS,HOUSENO,METHODCOLLECTION,Place of Collection,SUBSPECIES,SPOROZOITESTATUS,BLOODMEASSTATUS,
9230,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9231,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9232,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9233,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9234,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Unfed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9235,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9236,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9237,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Cat,
9238,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9239,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9240,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9241,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9242,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9243,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,1,Light Trap,Indoors,An. arabiensis,Negative,None,
9244,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
9245,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9246,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,2,Light Trap,Indoors,An. arabiensis,Negative,Goat,
9247,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,3,Light Trap,Indoors,An. arabiensis,Negative,Goat,
9248,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,3,Light Trap,Indoors,Not Amplify,Negative,Goat,
9249,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,3,Light Trap,Indoors,An. arabiensis,Negative,Goat,
9250,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Unfed,5,Aspiration,Indoors,An. arabiensis,Negative,Human,
9251,2018,June,Turkana,KIBISH,,LONGOLAN,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9252,2018,June,Turkana,KIBISH,,LONGOLAN,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9253,2018,June,Turkana,KIBISH,,LONGOLAN,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9254,2018,June,Turkana,KIBISH,,LONGOLAN,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9255,2018,June,Turkana,KIBISH,,LONGOLAN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9256,2018,June,Turkana,KIBISH,,LONGOLAN,An. gambiae,Female,Unfed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9257,2018,June,Turkana,KIBISH,,LONGOLAN,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9258,2018,June,Turkana,KIBISH,,LONGOLAN,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Human,
9259,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9260,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Not applicable,Not applicable,
9261,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9262,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9263,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9264,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9265,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9266,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9267,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9268,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9269,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9270,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9271,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Bovine,
9272,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9273,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9274,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9275,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9276,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9277,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9278,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9279,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9280,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9281,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9282,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9283,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9284,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9285,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9286,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9287,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9288,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Bovine,
9289,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Bovine,
9290,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Bovine,
9291,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Dog,
9292,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Human, dog","Human, Pet"
9293,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9294,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Dog,
9295,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9296,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9297,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9298,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Human, dog","Human, Pet"
9299,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Human,
9300,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Human,
9301,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Human,
9302,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Human,
9303,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9304,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Dog,
9305,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Unfed,2,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Not applicable,
9306,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Unfed,2,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Not applicable,
9307,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,3,Pyrethrum Spray Catch,Indoors,Not Amplify,Not applicable,Not applicable,
9308,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,3,Pyrethrum Spray Catch,Indoors,Not Amplify,Not applicable,Not applicable,
9309,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,3,Pyrethrum Spray Catch,Indoors,Not Amplify,Not applicable,Not applicable,
9310,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,3,Pyrethrum Spray Catch,Indoors,Not Amplify,Not applicable,Not applicable,
9311,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,3,Pyrethrum Spray Catch,Indoors,Not Amplify,Not applicable,Not applicable,
9312,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,3,Pyrethrum Spray Catch,Indoors,Not Amplify,Not applicable,Not applicable,
9313,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9314,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9315,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9316,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9317,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9318,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9319,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9320,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9321,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9322,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9323,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9324,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Unfed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9325,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9326,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9327,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9328,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9329,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9330,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9331,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9332,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9333,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9334,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9335,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9336,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9337,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9338,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9339,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9340,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Cat,
9341,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Dog,
9342,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9343,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Goat, bovine","Livestock, Livestock"
9344,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9345,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Unfed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9346,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Unfed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9347,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Unfed,4,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Not applicable,
9348,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Unfed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9349,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Unfed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9350,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9351,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,5,Pyrethrum Spray Catch,Indoors,Not Amplify,Not applicable,Not applicable,
9352,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9353,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9354,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9355,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9356,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Male,Not applicable,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Not applicable,Not applicable,
9357,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9358,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9359,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9360,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9361,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9362,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9363,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Goat, dog","Livestock, Livestock"
9364,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9365,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9366,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Dog, bovine","Livestock,pet"
9367,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9368,2018,June,Turkana,TURKANA NORTH,,N-MUNYEN,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Human, bovine","Livestock, Human"
