SPECIMENID,YEAROFCOLLECTION,MONTH,COUNTY,SUBCOUNTY,Ward,VILLAGE,SPECIES,SEX,ABDOMENSTATUS,HOUSENO,METHODCOLLECTION,Place of Collection,SUBSPECIES,SPOROZOITESTATUS,BLOODMEASSTATUS,
9051,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Unfed,5,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9052,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Unfed,5,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9053,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Unfed,5,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
9054,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Unfed,5,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9055,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Unfed,5,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
9056,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Unfed,5,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
9057,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Unfed,5,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9058,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Unfed,5,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9059,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Unfed,5,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9060,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Unfed,5,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9061,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,5,Light Trap,Indoors,An. arabiensis,Negative,None,
9062,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,5,Light Trap,Indoors,Not Amplify,Negative,Goat,
9063,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,5,Light Trap,Indoors,Not Amplify,Negative,None,
9064,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,5,Light Trap,Indoors,An. arabiensis,Negative,Goat,
9065,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,5,Light Trap,Indoors,An. arabiensis,Negative,Human,
9066,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9067,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9068,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Aspiration,Indoors,An. arabiensis,Negative,Goat,
9069,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9070,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Male,Not applicable,2,Aspiration,Indoors,Not Amplify,Not applicable,Not applicable,
9071,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,None,
9072,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,None,
9073,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,Human,
9074,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,Human,
9075,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,2,Aspiration,Indoors,Not Amplify,Positive,None,
9076,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,2,Aspiration,Indoors,Not Amplify,Negative,"Goat, human","Livestock, Human"
9077,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,4,Aspiration,Indoors,Not Amplify,Negative,Goat,
9078,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,4,Aspiration,Indoors,Not Amplify,Negative,Human,
9079,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,4,Aspiration,Indoors,Not Amplify,Negative,Goat,
9080,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,4,Aspiration,Indoors,Not Amplify,Negative,None,
9081,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,4,Aspiration,Indoors,Not Amplify,Negative,"Goat, human","Livestock, Human"
9082,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,5,Aspiration,Indoors,Not Amplify,Negative,Goat,
9083,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,5,Aspiration,Indoors,Not Amplify,Negative,Goat,
9084,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,5,Aspiration,Indoors,Not Amplify,Negative,Goat,
9085,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,5,Aspiration,Indoors,An. arabiensis,Negative,Goat,
9086,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,5,Aspiration,Indoors,Not Amplify,Negative,Goat,
9087,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,,Indoors,Not Amplify,Negative,None,
9088,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9089,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Human,
9090,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Human,
9091,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Human,
9092,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,None,
9093,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9094,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,"Goat, human","Livestock, Human"
9095,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,"Goat, human","Livestock, Human"
9096,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,None,
9097,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9098,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,None,
9099,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Human,
9100,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,"Goat, human","Livestock, Human"
9101,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,"Goat, human","Livestock, Human"
9102,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,None,
9103,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9104,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9105,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9106,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9107,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9108,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9109,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9110,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9111,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9112,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Goat,
9113,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9114,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9115,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Gravid,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9116,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Gravid,2,Pyrethrum Spray Catch,Indoors,An. gambiae s.s,Negative,Not applicable,
9117,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Gravid,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9118,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Gravid,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9119,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9120,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Fed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9121,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9122,2020,December,Turkana,Turkana South,,Naperobei,An. gambiae,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9123,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9124,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9125,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9126,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,3,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9127,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,3,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9128,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,3,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9129,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,3,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9130,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,3,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
9131,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,3,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
9132,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,4,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
9133,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,4,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
9134,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,4,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
9135,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,4,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
9136,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,4,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9137,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,4,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
9138,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,4,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
9139,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,4,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
9140,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,4,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9141,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,4,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9142,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,4,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9143,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,4,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
9144,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,1,Aspiration,Indoors,An. arabiensis,Negative,Human,
9145,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,1,Aspiration,Indoors,An. arabiensis,Negative,None,
9146,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,1,Aspiration,Indoors,An. arabiensis,Negative,None,
9147,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,1,Aspiration,Indoors,An. arabiensis,Negative,None,
9148,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,Not Amplify,Negative,None,
9149,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,Human,
9150,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9151,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,Human,
9152,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9153,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,Human,
9154,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,2,Aspiration,Indoors,Not Amplify,Negative,Not applicable,
9155,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9156,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9157,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,2,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
9158,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9159,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9160,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,Human,
9161,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9162,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,None,
9163,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,2,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
9164,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,Goat,
9165,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9166,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,Human,
9167,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,Human,
9168,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,None,
9169,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9170,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Male,Not applicable,3,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
9171,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,3,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9172,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,3,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9173,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,3,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9174,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,3,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9175,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,3,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9176,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,3,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9177,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,4,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9178,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,4,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9179,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,4,Aspiration,Indoors,An. arabiensis,Negative,None,
9180,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,4,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9181,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,4,Aspiration,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9182,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9183,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9184,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9185,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9186,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9187,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9188,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9189,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,"Goat, human","Livestock, Human"
9190,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9191,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9192,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Bovine,
9193,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Bovine,
9194,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9195,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9196,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Male,Not applicable,4,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9197,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Unfed,4,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Not applicable,
9198,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,4,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,"Goat, human","Livestock, Human"
9199,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Male,Not applicable,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
9200,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,None,
9201,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,"Goat, human","Livestock, Human"
9202,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9203,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,"Goat, human","Livestock, Human"
9204,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,"Goat, human","Livestock, Human"
9205,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9206,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,"Goat, human","Livestock, Human"
9207,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,None,
9208,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,"Goat, human","Livestock, Human"
9209,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. gambiae s.s,Negative,"Goat, human","Livestock, Human"
9210,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,None,
9211,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Positive,"Goat, human","Livestock, Human"
9212,2020,December,Turkana,Turkana South,,Borabuyong,An. gambiae,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,"Goat, human","Livestock, Human"
9213,2020,December,Turkana,Loima,,Nakwariir,An. gambiae,Female,Fed,3,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,None,
9214,2020,December,Turkana,Loima,,Napetetoa,An. gambiae,Male,Not applicable,5,Aspiration,Indoors,An. arabiensis,Not applicable,Not applicable,
9215,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9216,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9217,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9218,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9219,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Goat,
9220,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9221,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9222,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9223,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9224,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9225,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
9226,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9227,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Goat,
9228,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Fed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
9229,2018,June,Turkana,KIBISH,,KAIKOR,An. gambiae,Female,Unfed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
